ID,Response,obs,Mean,Low,High,p_UB_Anova,SubGroup,TopGroup
11,BS_C,0,NA,NA,NA,NA,NT,Tillage
11,BS_C,10,-0.03935032,-0.116903054,0.037145973,NA,NotAvailable,Tillage
12,Aggre_C,67,0.060525575,0.007666792,0.112855934,0.0641,CT,Tillage
12,Aggre_C,13,0.028391251,-0.010594358,0.066552014,0.0641,RT,Tillage
12,Aggre_C,91,0.177505489,0.136561868,0.218945303,0.0641,NT,Tillage
12,Aggre_C,91,0.13760002,0.052251922,0.224975563,0.0641,NotAvailable,Tillage
13,Porosity_C,29,0.126333889,0.032605253,0.216545471,0.4178,CT,Tillage
13,Porosity_C,0,NA,NA,NA,0.4178,RT,Tillage
13,Porosity_C,38,0.048026264,-0.10245602,0.197160435,0.4178,NT,Tillage
13,Porosity_C,18,0.24586115,0.013239166,0.481100869,0.4178,NotAvailable,Tillage
14,Penetration_C,38,0.167132529,0.044219437,0.288846185,0.0078,CT,Tillage
14,Penetration_C,0,NA,NA,NA,0.0078,RT,Tillage
14,Penetration_C,50,0.026730063,-0.021928023,0.075471513,0.0078,NT,Tillage
14,Penetration_C,68,0.020200621,-0.001943452,0.04199488,0.0078,NotAvailable,Tillage
15,Infiltration_C,7,0.749560254,-0.000322593,1.530919662,0.0528,CT,Tillage
15,Infiltration_C,1,-1.096185103,-1.096185103,-1.096185103,0.0528,RT,Tillage
15,Infiltration_C,20,0.625731396,0.405620584,0.852539202,0.0528,NT,Tillage
15,Infiltration_C,14,0.480968747,0.360062498,0.600978266,0.0528,NotAvailable,Tillage
16,Ksat_C,20,-0.006602909,-0.307885766,0.293746323,0,CT,Tillage
16,Ksat_C,0,NA,NA,NA,0,RT,Tillage
16,Ksat_C,11,0.567476214,-0.289107725,1.434028526,0,NT,Tillage
16,Ksat_C,27,1.604804964,1.158537511,2.041623953,0,NotAvailable,Tillage
17,Erosion_C,1,-0.214048821,-0.214048821,-0.214048821,0,CT,Tillage
17,Erosion_C,1,-0.185899378,-0.185899378,-0.185899378,0,RT,Tillage
17,Erosion_C,12,0.408181295,-0.216181201,1.025133862,0,NT,Tillage
17,Erosion_C,69,-1.743457404,-2.031005315,-1.458396071,0,NotAvailable,Tillage
18,Runoff_C,5,-0.126514365,-0.192256151,-0.054630068,1.00E-04,CT,Tillage
18,Runoff_C,0,NA,NA,NA,1.00E-04,RT,Tillage
18,Runoff_C,14,-0.278673596,-0.639103962,0.07051831,1.00E-04,NT,Tillage
18,Runoff_C,101,-1.527629208,-1.768372832,-1.285589098,1.00E-04,NotAvailable,Tillage
19,Leaching_C,18,-0.293838252,-0.472167348,-0.115932956,0,CT,Tillage
19,Leaching_C,1,-0.209720531,-0.209720531,-0.209720531,0,RT,Tillage
19,Leaching_C,80,-1.872085041,-2.329214918,-1.411115675,0,NT,Tillage
19,Leaching_C,168,-0.609520439,-0.772902583,-0.44955301,0,NotAvailable,Tillage
20,ST_C,18,-0.011753251,-0.063389032,0.039839545,0.0872,CT,Tillage
20,ST_C,1,-0.105360516,-0.105360516,-0.105360516,0.0872,RT,Tillage
20,ST_C,18,-0.092916178,-0.115447445,-0.070537566,0.0872,NT,Tillage
20,ST_C,8,-0.074340332,-0.116308365,-0.033106275,0.0872,NotAvailable,Tillage
21,SWC_C,51,0.058152107,0.007451729,0.109116435,0.0129,CT,Tillage
21,SWC_C,1,0.117783036,0.117783036,0.117783036,0.0129,RT,Tillage
21,SWC_C,91,-0.057122916,-0.100947419,-0.015082107,0.0129,NT,Tillage
21,SWC_C,309,0.017750363,-0.008212423,0.04383037,0.0129,NotAvailable,Tillage
22,AWHC_C,22,-0.22837097,-0.332553994,-0.124933974,0.0025,CT,Tillage
22,AWHC_C,1,0.105360516,0.105360516,0.105360516,0.0025,RT,Tillage
22,AWHC_C,7,0.033259963,0.012819123,0.053562218,0.0025,NT,Tillage
22,AWHC_C,45,-0.056619228,-0.112283421,-0.001396495,0.0025,NotAvailable,Tillage
23,Weed_C,22,-1.784805802,-2.143370366,-1.429558524,0,CT,Tillage
23,Weed_C,0,NA,NA,NA,0,RT,Tillage
23,Weed_C,74,-0.031959083,-0.271650022,0.211971549,0,NT,Tillage
23,Weed_C,185,-0.680065142,-0.931126726,-0.427088984,0,NotAvailable,Tillage
24,Diseases_C,0,NA,NA,NA,0.0872,CT,Tillage
24,Diseases_C,0,NA,NA,NA,0.0872,RT,Tillage
24,Diseases_C,4,-0.015777291,-0.046406553,0.01485197,0.0872,NT,Tillage
24,Diseases_C,16,-0.448293031,-0.659191425,-0.236306977,0.0872,NotAvailable,Tillage
25,Pests_C,4,0.197519665,-0.185285593,0.580324922,0.7209,CT,Tillage
25,Pests_C,0,NA,NA,NA,0.7209,RT,Tillage
25,Pests_C,0,NA,NA,NA,0.7209,NT,Tillage
25,Pests_C,53,-0.009208033,-0.222590422,0.202695935,0.7209,NotAvailable,Tillage
26,SoilFauna_C,18,0.041444746,-0.149265056,0.234231992,0.0077,CT,Tillage
26,SoilFauna_C,1,0.082238098,0.082238098,0.082238098,0.0077,RT,Tillage
26,SoilFauna_C,2,1.648772999,1.391405334,1.906140665,0.0077,NT,Tillage
26,SoilFauna_C,33,0.395299018,0.161589674,0.628850366,0.0077,NotAvailable,Tillage
27,Fungal_C,8,0.661429743,0.214733536,1.093468844,9.00E-04,CT,Tillage
27,Fungal_C,0,NA,NA,NA,9.00E-04,RT,Tillage
27,Fungal_C,18,0.661101237,0.429476317,0.886894576,9.00E-04,NT,Tillage
27,Fungal_C,70,0.291256458,0.209802121,0.370092745,9.00E-04,NotAvailable,Tillage
28,OtherMicrobial_C,26,-0.013014352,-0.103626414,0.075348149,3.00E-04,CT,Tillage
28,OtherMicrobial_C,0,NA,NA,NA,3.00E-04,RT,Tillage
28,OtherMicrobial_C,0,NA,NA,NA,3.00E-04,NT,Tillage
28,OtherMicrobial_C,148,0.220189382,0.172910788,0.268619798,3.00E-04,NotAvailable,Tillage
29,Enzyme_C,16,0.122553476,-0.07362399,0.316383743,0.1467,CT,Tillage
29,Enzyme_C,0,NA,NA,NA,0.1467,RT,Tillage
29,Enzyme_C,10,-0.012018,-0.135034488,0.105089158,0.1467,NT,Tillage
29,Enzyme_C,140,0.150970182,0.109920386,0.191449466,0.1467,NotAvailable,Tillage
30,Cmina_C,17,0.314925255,0.123852887,0.498771075,0.0024,CT,Tillage
30,Cmina_C,0,NA,NA,NA,0.0024,RT,Tillage
30,Cmina_C,34,0.089538879,0.036819256,0.14251096,0.0024,NT,Tillage
30,Cmina_C,69,0.113948576,0.076225914,0.153093723,0.0024,NotAvailable,Tillage
31,Nmina_C,62,0.151785114,0.038549383,0.257262758,0.0081,CT,Tillage
31,Nmina_C,7,0.760895941,0.429764269,1.092707425,0.0081,RT,Tillage
31,Nmina_C,73,0.223087462,0.13406686,0.311812333,0.0081,NT,Tillage
31,Nmina_C,146,0.153473045,0.076640265,0.229236692,0.0081,NotAvailable,Tillage
32,NxO_C,1,0.140384271,0.140384271,0.140384271,0.7369,CT,Tillage
32,NxO_C,0,NA,NA,NA,0.7369,RT,Tillage
32,NxO_C,0,NA,NA,NA,0.7369,NT,Tillage
32,NxO_C,29,0.337241074,0.11656698,0.557077732,0.7369,NotAvailable,Tillage
33,SIR_C,0,NA,NA,NA,NA,CT,Tillage
33,SIR_C,0,NA,NA,NA,NA,RT,Tillage
33,SIR_C,0,NA,NA,NA,NA,NT,Tillage
33,SIR_C,17,-0.190541236,-0.25360307,-0.12830897,NA,NotAvailable,Tillage
34,CO2BTest_C,31,-0.021119788,-0.184483336,0.144160924,0.0735,CT,Tillage
34,CO2BTest_C,1,0.472604411,0.472604411,0.472604411,0.0735,RT,Tillage
34,CO2BTest_C,11,0.04796992,-0.208900195,0.296655604,0.0735,NT,Tillage
34,CO2BTest_C,63,0.168020903,0.095184433,0.240278303,0.0735,NotAvailable,Tillage
35,CO2_C,14,0.345150798,0.073962244,0.607239778,0.6805,CT,Tillage
35,CO2_C,1,0,0,0,0.6805,RT,Tillage
35,CO2_C,4,0.099827038,-0.510847519,0.710501595,0.6805,NT,Tillage
35,CO2_C,24,0.366212071,0.222191361,0.516871006,0.6805,NotAvailable,Tillage
36,CH4_C,0,NA,NA,NA,NA,CT,Tillage
36,CH4_C,0,NA,NA,NA,NA,RT,Tillage
36,CH4_C,0,NA,NA,NA,NA,NT,Tillage
36,CH4_C,25,0.689881614,0.505145337,0.87664733,NA,NotAvailable,Tillage
37,MBC_C,50,0.107790781,0.029590389,0.188351168,5.00E-04,CT,Tillage
37,MBC_C,8,0.378359496,0.144016092,0.609386724,5.00E-04,RT,Tillage
37,MBC_C,39,0.073551551,-0.030018832,0.179870821,5.00E-04,NT,Tillage
37,MBC_C,220,0.289297136,0.234988752,0.343187289,5.00E-04,NotAvailable,Tillage
38,MBN_C,26,0.115949194,-0.065858644,0.301506874,0.0207,CT,Tillage
38,MBN_C,8,0.477060202,0.228318303,0.717586586,0.0207,RT,Tillage
38,MBN_C,17,0.117631818,-0.00747113,0.239279794,0.0207,NT,Tillage
38,MBN_C,132,0.255099611,0.206222961,0.306942552,0.0207,NotAvailable,Tillage
1,BiomassCash_C,153,0.16441388,0.104614026,0.226378014,0.0013,Legume,Cover crop
1,BiomassCash_C,34,0.004354441,-0.1418322,0.153001697,0.0013,Grass,Cover crop
1,BiomassCash_C,59,0.037231994,0.001382959,0.072850594,0.0013,MTT,Cover crop
1,BiomassCash_C,26,-0.08414712,-0.174839344,0.007809997,0.0013,OtherCC,Cover crop
2,Yield_C,791,0.139695722,0.100528477,0.177304594,0,Legume,Cover crop
2,Yield_C,411,-0.035380269,-0.077450235,0.005559538,0,Grass,Cover crop
2,Yield_C,198,0.018832787,-0.022301962,0.059646065,0,MTT,Cover crop
2,Yield_C,139,-0.123357913,-0.192038761,-0.053768703,0,OtherCC,Cover crop
3,BD_C,215,-0.009384208,-0.017985951,-0.000321242,0.6076,Legume,Cover crop
3,BD_C,272,-0.009839146,-0.0143348,-0.0051543,0.6076,Grass,Cover crop
3,BD_C,128,-0.0165022,-0.024988028,-0.007831575,0.6076,MTT,Cover crop
3,BD_C,84,-0.012588325,-0.024924882,-1.89E-05,0.6076,OtherCC,Cover crop
4,OC_C,463,0.082858499,0.066389883,0.099261,0,Legume,Cover crop
4,OC_C,350,0.049846879,0.037455873,0.062606748,0,Grass,Cover crop
4,OC_C,200,0.120804287,0.099138189,0.14264936,0,MTT,Cover crop
4,OC_C,182,0.114116182,0.080480159,0.147753931,0,OtherCC,Cover crop
5,N_C,637,0.094689578,0.064045833,0.124881819,0,Legume,Cover crop
5,N_C,339,-0.280853201,-0.350874919,-0.211281503,0,Grass,Cover crop
5,N_C,141,0.020909904,-0.052243845,0.091196518,0,MTT,Cover crop
5,N_C,132,0.096028025,0.034277877,0.15840693,0,OtherCC,Cover crop
6,P_C,177,-0.03703858,-0.100746158,0.026797913,6.00E-04,Legume,Cover crop
6,P_C,50,-0.091716828,-0.158955122,-0.026525786,6.00E-04,Grass,Cover crop
6,P_C,45,0.140500579,-0.000322471,0.278706429,6.00E-04,MTT,Cover crop
6,P_C,59,0.27221417,0.033441757,0.507044047,6.00E-04,OtherCC,Cover crop
7,K_C,83,-0.064541747,-0.133634205,0.005991296,0.0218,Legume,Cover crop
7,K_C,29,-0.017163536,-0.10248059,0.071053812,0.0218,Grass,Cover crop
7,K_C,41,0.128996181,-0.006004379,0.264357163,0.0218,MTT,Cover crop
7,K_C,28,0.086421941,-0.05661558,0.228637971,0.0218,OtherCC,Cover crop
8,pH_C,94,0.001447762,-0.008604902,0.011526794,0.1138,Legume,Cover crop
8,pH_C,33,0.012022102,0.000660447,0.022713735,0.1138,Grass,Cover crop
8,pH_C,45,0.006195966,-0.009338377,0.022141148,0.1138,MTT,Cover crop
8,pH_C,79,0.024063081,0.005436751,0.042982434,0.1138,OtherCC,Cover crop
9,CEC_C,20,0.044203062,-0.04181924,0.131608887,0.195,Legume,Cover crop
9,CEC_C,12,0.026591587,-0.041539837,0.094706743,0.195,Grass,Cover crop
9,CEC_C,35,0.134542624,0.065633678,0.202893172,0.195,MTT,Cover crop
9,CEC_C,16,0.081927967,-0.012633695,0.181937343,0.195,OtherCC,Cover crop
10,EC_C,10,0.274819918,-0.031601837,0.585523335,0.1596,Legume,Cover crop
10,EC_C,0,NA,NA,NA,0.1596,Grass,Cover crop
10,EC_C,22,0.130388678,-0.054970664,0.32626892,0.1596,MTT,Cover crop
10,EC_C,19,-0.078773735,-0.279723154,0.125795915,0.1596,OtherCC,Cover crop
11,BS_C,4,-0.158958887,-0.227308808,-0.090608967,0.0093,Legume,Cover crop
11,BS_C,1,-0.016205045,-0.016205045,-0.016205045,0.0093,Grass,Cover crop
11,BS_C,5,0.066435964,0.010803885,0.122068044,0.0093,MTT,Cover crop
11,BS_C,0,NA,NA,NA,0.0093,OtherCC,Cover crop
12,Aggre_C,94,0.118236777,0.054535829,0.179542165,0.7209,Legume,Cover crop
12,Aggre_C,97,0.148855917,0.110179047,0.186741873,0.7209,Grass,Cover crop
12,Aggre_C,28,0.077722228,0.011947881,0.141764471,0.7209,MTT,Cover crop
12,Aggre_C,43,0.134356045,-0.011400201,0.276443449,0.7209,OtherCC,Cover crop
13,Porosity_C,4,-0.180270901,-0.308072366,-0.052469437,0.4154,Legume,Cover crop
13,Porosity_C,67,0.099218622,-0.007867045,0.207813741,0.4154,Grass,Cover crop
13,Porosity_C,6,0.061405268,-0.122759716,0.246529572,0.4154,MTT,Cover crop
13,Porosity_C,8,0.311034705,0.048431783,0.580337139,0.4154,OtherCC,Cover crop
14,Penetration_C,44,0.069476244,-0.001319125,0.141349094,0.8327,Legume,Cover crop
14,Penetration_C,80,0.068627213,0.011475501,0.125027331,0.8327,Grass,Cover crop
14,Penetration_C,24,0.017844521,-0.017645966,0.053088164,0.8327,MTT,Cover crop
14,Penetration_C,8,0.033284175,-0.059523757,0.123874831,0.8327,OtherCC,Cover crop
15,Infiltration_C,22,0.596651879,0.377852889,0.809256983,0.7078,Legume,Cover crop
15,Infiltration_C,16,0.478639478,0.197517844,0.763540227,0.7078,Grass,Cover crop
15,Infiltration_C,3,1.037658912,-0.523248144,2.598565968,0.7078,MTT,Cover crop
15,Infiltration_C,1,-0.005865119,-0.005865119,-0.005865119,0.7078,OtherCC,Cover crop
16,Ksat_C,21,2.078203191,1.71181317,2.446548889,0,Legume,Cover crop
16,Ksat_C,29,0.118467571,-0.275816576,0.507550647,0,Grass,Cover crop
16,Ksat_C,6,0.465712889,0.105144261,0.828686144,0,MTT,Cover crop
16,Ksat_C,2,0.002366597,-0.42073258,0.425465775,0,OtherCC,Cover crop
17,Erosion_C,5,-0.445817649,-0.84617982,-0.045455479,0.0269,Legume,Cover crop
17,Erosion_C,71,-1.578577731,-1.925921075,-1.254466164,0.0269,Grass,Cover crop
17,Erosion_C,3,-0.226607074,-0.26731477,-0.185899378,0.0269,MTT,Cover crop
17,Erosion_C,4,-0.082775328,-0.55103674,0.385486083,0.0269,OtherCC,Cover crop
18,Runoff_C,42,-1.349023106,-1.650029378,-1.052499263,0.1929,Legume,Cover crop
18,Runoff_C,73,-1.3902006,-1.709147719,-1.062886337,0.1929,Grass,Cover crop
18,Runoff_C,3,-0.200912952,-0.244196961,-0.157628944,0.1929,MTT,Cover crop
18,Runoff_C,2,-0.021202208,-0.021202208,-0.021202208,0.1929,OtherCC,Cover crop
19,Leaching_C,48,-0.313572115,-0.493114066,-0.13477456,0.0043,Legume,Cover crop
19,Leaching_C,180,-1.084082716,-1.341239514,-0.828966454,0.0043,Grass,Cover crop
19,Leaching_C,25,-1.522883592,-1.944148373,-1.098402968,0.0043,MTT,Cover crop
19,Leaching_C,14,-0.709790741,-1.19562487,-0.243619885,0.0043,OtherCC,Cover crop
20,ST_C,10,-0.080762889,-0.127567752,-0.033462129,1.00E-04,Legume,Cover crop
20,ST_C,30,-0.073615047,-0.089095066,-0.05772566,1.00E-04,Grass,Cover crop
20,ST_C,3,0.169270245,-0.044451763,0.382992252,1.00E-04,MTT,Cover crop
20,ST_C,2,-0.056034602,-0.120005753,0.00793655,1.00E-04,OtherCC,Cover crop
21,SWC_C,301,-0.000327316,-0.023121735,0.023707786,0,Legume,Cover crop
21,SWC_C,110,0.06851644,0.034829542,0.100970347,0,Grass,Cover crop
21,SWC_C,20,0.034388265,-0.068608355,0.135327016,0,MTT,Cover crop
21,SWC_C,21,-0.241420157,-0.437863095,-0.043703841,0,OtherCC,Cover crop
22,AWHC_C,45,-0.182349227,-0.242040498,-0.122030893,2.00E-04,Legume,Cover crop
22,AWHC_C,13,-0.038490593,-0.118276668,0.038355483,2.00E-04,Grass,Cover crop
22,AWHC_C,8,0.094311794,-0.055375466,0.244676544,2.00E-04,MTT,Cover crop
22,AWHC_C,9,0.062213418,-0.050961525,0.170660786,2.00E-04,OtherCC,Cover crop
23,Weed_C,59,-0.84423872,-1.347587766,-0.337733588,0,Legume,Cover crop
23,Weed_C,123,-0.418266684,-0.567024804,-0.26241136,0,Grass,Cover crop
23,Weed_C,52,-1.828939914,-2.279199503,-1.375250309,0,MTT,Cover crop
23,Weed_C,47,0.580005714,0.126543956,1.013003719,0,OtherCC,Cover crop
24,Diseases_C,4,-0.168844504,-0.345168515,0.007479506,0.0233,Legume,Cover crop
24,Diseases_C,9,-0.159437869,-0.255220923,-0.066600813,0.0233,Grass,Cover crop
24,Diseases_C,0,NA,NA,NA,0.0233,MTT,Cover crop
24,Diseases_C,7,-0.709004326,-1.101926868,-0.310540228,0.0233,OtherCC,Cover crop
25,Pests_C,29,-0.419618687,-0.655608753,-0.193243764,0,Legume,Cover crop
25,Pests_C,16,0.258752099,-0.014305997,0.52483364,0,Grass,Cover crop
25,Pests_C,0,NA,NA,NA,0,MTT,Cover crop
25,Pests_C,12,0.67649061,0.314918847,1.043702744,0,OtherCC,Cover crop
26,SoilFauna_C,20,0.343978008,0.016087117,0.677210127,0.0696,Legume,Cover crop
26,SoilFauna_C,18,0.018651544,-0.171402217,0.211525221,0.0696,Grass,Cover crop
26,SoilFauna_C,10,0.646709159,0.345188993,0.932379257,0.0696,MTT,Cover crop
26,SoilFauna_C,6,0.641682344,0.022293348,1.268895343,0.0696,OtherCC,Cover crop
27,Fungal_C,27,0.173266339,0.080122335,0.265540502,0.0013,Legume,Cover crop
27,Fungal_C,33,0.378446819,0.232531291,0.528351154,0.0013,Grass,Cover crop
27,Fungal_C,19,0.474518103,0.242170403,0.705442014,0.0013,MTT,Cover crop
27,Fungal_C,17,0.68808722,0.508083214,0.871896033,0.0013,OtherCC,Cover crop
28,OtherMicrobial_C,63,0.19134452,0.10883391,0.276255405,0.1486,Legume,Cover crop
28,OtherMicrobial_C,40,0.251498421,0.158548373,0.346573573,0.1486,Grass,Cover crop
28,OtherMicrobial_C,34,0.095561022,0.018633132,0.172595996,0.1486,MTT,Cover crop
28,OtherMicrobial_C,37,0.200703845,0.130088852,0.272559434,0.1486,OtherCC,Cover crop
29,Enzyme_C,42,0.075483541,-0.01387566,0.161472442,0,Legume,Cover crop
29,Enzyme_C,45,-0.00887068,-0.058631402,0.040685724,0,Grass,Cover crop
29,Enzyme_C,48,0.246944224,0.183729416,0.307615561,0,MTT,Cover crop
29,Enzyme_C,31,0.27018612,0.175692079,0.36028532,0,OtherCC,Cover crop
30,Cmina_C,73,0.140573612,0.087292827,0.194612724,0.7592,Legume,Cover crop
30,Cmina_C,24,0.107075427,0.04303661,0.172869668,0.7592,Grass,Cover crop
30,Cmina_C,12,0.182522647,0.095837656,0.27224338,0.7592,MTT,Cover crop
30,Cmina_C,11,0.121349944,-0.059313236,0.307525449,0.7592,OtherCC,Cover crop
31,Nmina_C,82,0.200466607,0.096274974,0.303850118,0.0315,Legume,Cover crop
31,Nmina_C,92,0.078375538,-0.030173946,0.184348001,0.0315,Grass,Cover crop
31,Nmina_C,63,0.298662765,0.218137511,0.376724314,0.0315,MTT,Cover crop
31,Nmina_C,51,0.208005537,0.116426476,0.300995244,0.0315,OtherCC,Cover crop
32,NxO_C,6,0.686737121,0.48161608,0.886950293,0.0433,Legume,Cover crop
32,NxO_C,5,0.584629894,0.288901771,0.875410443,0.0433,Grass,Cover crop
32,NxO_C,3,-0.252996637,-0.378653851,-0.127339422,0.0433,MTT,Cover crop
32,NxO_C,16,0.196559876,-0.111677616,0.501471858,0.0433,OtherCC,Cover crop
33,SIR_C,0,NA,NA,NA,0.0291,Legume,Cover crop
33,SIR_C,0,NA,NA,NA,0.0291,Grass,Cover crop
33,SIR_C,2,0,0,0,0.0291,MTT,Cover crop
33,SIR_C,15,-0.215910807,-0.275097365,-0.15525187,0.0291,OtherCC,Cover crop
34,CO2BTest_C,38,0.0610132,-0.035433584,0.156547381,0.0669,Legume,Cover crop
34,CO2BTest_C,20,0.060374856,-0.175090265,0.291772695,0.0669,Grass,Cover crop
34,CO2BTest_C,32,0.24979744,0.151835832,0.35049978,0.0669,MTT,Cover crop
34,CO2BTest_C,16,-0.031181066,-0.214781733,0.157817407,0.0669,OtherCC,Cover crop
35,CO2_C,13,0.410439262,0.240441762,0.591049078,0.2264,Legume,Cover crop
35,CO2_C,5,0.353009308,-0.002608618,0.708484578,0.2264,Grass,Cover crop
35,CO2_C,8,0.523414764,0.139805401,0.905216348,0.2264,MTT,Cover crop
35,CO2_C,17,0.157711801,-0.06176817,0.374006301,0.2264,OtherCC,Cover crop
36,CH4_C,5,0.379132681,0.193250867,0.565014495,6.00E-04,Legume,Cover crop
36,CH4_C,5,0.548633578,0.339532049,0.757735107,6.00E-04,Grass,Cover crop
36,CH4_C,4,1.393522485,0.892310441,1.89473453,6.00E-04,MTT,Cover crop
36,CH4_C,11,0.587083302,0.42583686,0.751733929,6.00E-04,OtherCC,Cover crop
37,MBC_C,99,0.217783206,0.150900506,0.284968945,0,Legume,Cover crop
37,MBC_C,73,0.269351104,0.16007335,0.378380087,0,Grass,Cover crop
37,MBC_C,66,0.400354784,0.31797879,0.480420298,0,MTT,Cover crop
37,MBC_C,79,0.096217072,0.021065405,0.171382368,0,OtherCC,Cover crop
38,MBN_C,53,0.264593245,0.161203661,0.366739815,0.2155,Legume,Cover crop
38,MBN_C,40,0.207641917,0.115696207,0.302288101,0.2155,Grass,Cover crop
38,MBN_C,50,0.288688084,0.226140374,0.351890733,0.2155,MTT,Cover crop
38,MBN_C,40,0.151751317,0.025926174,0.275047974,0.2155,OtherCC,Cover crop
1,BiomassCash_C,114,0.188143996,0.110318251,0.265674249,0,Corn,Grain crop
1,BiomassCash_C,11,-0.069493533,-0.128358942,-0.011346075,0,Soybean,Grain crop
1,BiomassCash_C,65,-0.028287258,-0.103781824,0.045362703,0,Wheat,Grain crop
1,BiomassCash_C,13,0.35268815,0.198939249,0.508456175,0,Vegetable,Grain crop
1,BiomassCash_C,1,-0.097980408,-0.097980408,-0.097980408,0,CS,Grain crop
1,BiomassCash_C,0,NA,NA,NA,0,CSW,Grain crop
1,BiomassCash_C,68,0.039926451,-0.00293934,0.082819204,0,Other,Grain crop
2,Yield_C,615,0.174144322,0.137636539,0.21318257,0,Corn,Grain crop
2,Yield_C,86,-0.021668336,-0.059630222,0.015222451,0,Soybean,Grain crop
2,Yield_C,134,0.006665648,-0.048680618,0.06147336,0,Wheat,Grain crop
2,Yield_C,288,-0.01825641,-0.105332705,0.067523476,0,Vegetable,Grain crop
2,Yield_C,22,-0.045683615,-0.072354993,-0.019533887,0,CS,Grain crop
2,Yield_C,6,-0.017616432,-0.031526466,-0.004498191,0,CSW,Grain crop
2,Yield_C,388,-0.04517581,-0.077862561,-0.012763484,0,Other,Grain crop
3,BD_C,112,-0.010060562,-0.021783194,0.001357534,0.0373,Corn,Grain crop
3,BD_C,52,0.00432049,-0.000853822,0.009613429,0.0373,Soybean,Grain crop
3,BD_C,9,-0.020491715,-0.049451313,0.009071553,0.0373,Wheat,Grain crop
3,BD_C,53,-0.011422802,-0.029136675,0.005922817,0.0373,Vegetable,Grain crop
3,BD_C,120,-0.001049254,-0.01130869,0.009269286,0.0373,CS,Grain crop
3,BD_C,39,-0.014682514,-0.023805088,-0.005719531,0.0373,CSW,Grain crop
3,BD_C,314,-0.017164631,-0.022323797,-0.012050976,0.0373,Other,Grain crop
4,OC_C,230,0.057051513,0.038059848,0.076147573,0.0033,Corn,Grain crop
4,OC_C,87,0.053124354,0.038429721,0.067580529,0.0033,Soybean,Grain crop
4,OC_C,55,0.074646216,0.032826556,0.117223418,0.0033,Wheat,Grain crop
4,OC_C,108,0.111555602,0.064238648,0.1585774,0.0033,Vegetable,Grain crop
4,OC_C,99,0.062459769,0.04591647,0.078626618,0.0033,CS,Grain crop
4,OC_C,38,0.051526347,0.026919387,0.076686545,0.0033,CSW,Grain crop
4,OC_C,578,0.101139184,0.085870821,0.116822073,0.0033,Other,Grain crop
5,N_C,307,0.093810041,0.01854878,0.167076465,0,Corn,Grain crop
5,N_C,0,NA,NA,NA,0,Soybean,Grain crop
5,N_C,208,0.046090896,-0.012199055,0.102663919,0,Wheat,Grain crop
5,N_C,153,-0.044773935,-0.119493299,0.027327895,0,Vegetable,Grain crop
5,N_C,174,-0.346018128,-0.414863906,-0.277670777,0,CS,Grain crop
5,N_C,2,0.134817364,0.112608506,0.157026221,0,CSW,Grain crop
5,N_C,405,0.020588564,-0.012221916,0.054972484,0,Other,Grain crop
6,P_C,98,-0.023247559,-0.11572431,0.07264854,0.4012,Corn,Grain crop
6,P_C,0,NA,NA,NA,0.4012,Soybean,Grain crop
6,P_C,14,0.149623185,-0.060952744,0.35946526,0.4012,Wheat,Grain crop
6,P_C,54,0.056576824,-0.077329426,0.192253487,0.4012,Vegetable,Grain crop
6,P_C,38,0.14862667,0.047154692,0.248255314,0.4012,CS,Grain crop
6,P_C,36,-0.084620458,-0.177158726,0.009920079,0.4012,CSW,Grain crop
6,P_C,91,0.074302784,-0.090764859,0.232709801,0.4012,Other,Grain crop
7,K_C,25,0.143017975,0.030117015,0.253402176,0,Corn,Grain crop
7,K_C,0,NA,NA,NA,0,Soybean,Grain crop
7,K_C,9,0.165130979,-0.070954684,0.403641899,0,Wheat,Grain crop
7,K_C,18,0.313000422,0.126726024,0.499281758,0,Vegetable,Grain crop
7,K_C,32,-0.163923587,-0.268604745,-0.061257832,0,CS,Grain crop
7,K_C,36,-0.141022935,-0.222583366,-0.063868976,0,CSW,Grain crop
7,K_C,61,0.026617631,-0.067891368,0.123388902,0,Other,Grain crop
8,pH_C,26,0.011292898,0.000710509,0.021862106,4.00E-04,Corn,Grain crop
8,pH_C,0,NA,NA,NA,4.00E-04,Soybean,Grain crop
8,pH_C,10,-0.033719276,-0.063060133,-0.003470515,4.00E-04,Wheat,Grain crop
8,pH_C,28,0.054981661,0.015452423,0.092289866,4.00E-04,Vegetable,Grain crop
8,pH_C,32,0.022916176,0.010497816,0.035133318,4.00E-04,CS,Grain crop
8,pH_C,36,0.000518998,-0.011440525,0.012857798,4.00E-04,CSW,Grain crop
8,pH_C,119,0.003664178,-0.007286822,0.014144626,4.00E-04,Other,Grain crop
9,CEC_C,21,0.188090841,0.131079099,0.245526804,1.00E-04,Corn,Grain crop
9,CEC_C,0,NA,NA,NA,1.00E-04,Soybean,Grain crop
9,CEC_C,2,0.206625514,0.13114,0.282111027,1.00E-04,Wheat,Grain crop
9,CEC_C,13,0.216525639,0.052501497,0.381779782,1.00E-04,Vegetable,Grain crop
9,CEC_C,4,0.005555508,-0.194778961,0.205889976,1.00E-04,CS,Grain crop
9,CEC_C,0,NA,NA,NA,1.00E-04,CSW,Grain crop
9,CEC_C,43,-0.004761207,-0.044171292,0.034008869,1.00E-04,Other,Grain crop
10,EC_C,10,0.012382567,-0.042769044,0.068313018,0.2755,Corn,Grain crop
